doc,no,char,ids,evi,ref,comment
1936,10-4,𰁓,,,UTC-00972,U UNC repertoire
1936,10-5,𰁡,,,UTC-00973,U UNC repertoire
1936,10-6,𰁬,,,UTC-00974,U UNC repertoire
1936,10-7,𰁲,,,UTC-00975,U UNC repertoire
1936,10-8,𭀦,,,,U UNC repertoire
1936,10-9,𰃝,,,UTC-00977,U UNC repertoire
1936,10-10,𰄝,,,UTC-00978,U UNC repertoire
1936,10-11,𰅉,,,UTC-00979,U UNC repertoire
1936,10-12,𰅊,,,UTC-00980,U UNC repertoire
1936,10-13,𰅰,,,UTC-00981,U UNC repertoire
1936,10-14,𰅴,,,UTC-00982,U UNC repertoire
1936,10-15,𰅹,,,UTC-00983,U UNC repertoire
1936,10-16,𰆊,,,UTC-00984,U UNC repertoire
1936,10-17,𰆖,,,UTC-00985,U UNC repertoire
1936,10-18,𰆳,,,UTC-00986,U UNC repertoire
1936,10-19,𰆻,,,UTC-00987,U UNC repertoire
1936,10-20,𰇢,,,UTC-00988,U UNC repertoire
1936,10-21,𰇰,,,UTC-00989,U UNC repertoire
1936,10-22,𰉰,,,UTC-00990,U UNC repertoire
1936,10-23,𰋙,,,UTC-00991,U UNC repertoire
1936,11-24,𰋛,,,UTC-00992,U UNC repertoire
1936,11-25,𰋜,,,UTC-00993,U UNC repertoire
1936,11-26,𰋞,,,UTC-00791,U UNC repertoire
1936,11-27,𰋷,,,UTC-00995,U UNC repertoire
1936,11-28,𰋻,,,UTC-00996,U UNC repertoire
1936,11-29,𰌵,,,UTC-00997,U UNC repertoire
1936,11-30,𰌻,,,UTC-00998,U UNC repertoire
1936,11-31,𰍎,,,UTC-00999,U UNC repertoire
1936,11-32,𰍰,,,UTC-01000,U UNC repertoire
1936,11-33,𰍱,,,UTC-01001,U UNC repertoire
1936,11-34,𭙏,,,UTC-01002,U UNC repertoire
1936,11-35,𰐉,,,UTC-00971,U UNC repertoire
1936,11-36,𰐔,,,UTC-01004,U UNC repertoire
1936,11-37,𫜹,,,UTC-01005,U UNC repertoire
1936,11-38,𰐺,,,UTC-01006,U UNC repertoire
1936,11-39,𭜌,,,UTC-01007,U UNC repertoire
1936,11-40,𰐿,,,UTC-01008,U UNC repertoire
1936,11-41,𰑊,,,UTC-01009,U UNC repertoire
1936,11-42,𰑌,,,UTC-01010,U UNC repertoire
1936,11-43,𰑐,,,UTC-01011,U UNC repertoire
1936,11-44,𰑝,,,UTC-01012,U UNC repertoire
1936,11-45,𰑞,,,UTC-01013,U UNC repertoire
1936,11-46,𰓌,,,UTC-01014,U UNC repertoire
1936,11-47,𰓢,,,UTC-01015,U UNC repertoire
1936,12-48,𰓣,,,UTC-01016,U UNC repertoire
1936,12-49,𰓨,,,UTC-01017,U UNC repertoire
1936,12-50,𰓭,,,UTC-01018,U UNC repertoire
1936,12-51,𰕺,,,UTC-01019,U UNC repertoire
1936,12-52,𰗑,,,UTC-01020,U UNC repertoire
1936,12-53,𰗝,,,UTC-01021,U UNC repertoire
1936,12-54,𰗶,,,UTC-01022,U UNC repertoire
1936,12-55,𰙽,,,UTC-01023,U UNC repertoire
1936,12-56,~毀,⿰圼殳,,UTC-01024,U UNC repertoire
1936,12-57,𰛑,,,UTC-01025,U UNC repertoire
1936,12-58,𰛓,,,UTC-01026,U UNC repertoire
1936,12-59,𰛬,,,UTC-01027,U UNC repertoire
1936,12-60,𰜈,,,UTC-01028,U UNC repertoire
1936,12-61,𭳿,,,UTC-01029,U UNC repertoire
1936,12-62,𰝶,,,UTC-01030,U UNC repertoire
1936,12-63,𰠱,,,UTC-01031,U UNC repertoire
1936,12-64,𰡂,,,UTC-01032,U UNC repertoire
1936,12-65,𰣲,,,UTC-01033,U UNC repertoire
1936,12-66,𰥌,,,UTC-01034,U UNC repertoire
1936,12-67,𰥕,,,UTC-01035,U UNC repertoire
1936,12-68,𰥩,,,UTC-01036,U UNC repertoire
1936,12-69,𰦓,,,UTC-01037,U UNC repertoire
1936,12-70,𰦪,,,UTC-01038,U UNC repertoire
1936,13-71,𰦫,,,UTC-01039,U UNC repertoire
1936,13-72,𰨛,,,UTC-01040,U UNC repertoire
1936,13-73,𮂹,,,UTC-01041,U UNC repertoire
1936,13-74,𰩢,,,UTC-01042,U UNC repertoire
1936,13-75,𰪩,,,UTC-01043,U UNC repertoire
1936,13-76,𰪱,,,UTC-01044,U UNC repertoire
1936,13-77,𰫾,,,UTC-01045,U UNC repertoire
1936,13-78,𰬄,,,UTC-01046,U UNC repertoire
1936,13-79,𰬊,,,UTC-01047,U UNC repertoire
1936,13-80,𰬕,,,UTC-01048,U UNC repertoire
1936,13-81,𰭃,,,UTC-01049,U UNC repertoire
1936,13-82,𰭋,,,UTC-01050,U UNC repertoire
1936,13-83,𰭝,,,UTC-01051,U UNC repertoire
1936,13-84,𰯶,,,UTC-01052,U UNC repertoire
1936,13-85,𰰡,,,UTC-01053,U UNC repertoire
1936,13-86,𰰫,,,UTC-01054,U UNC repertoire
1936,13-87,𰲽,,,UTC-01055,U UNC repertoire
1936,13-88,𰳇,,,UTC-00315,U UNC repertoire
1936,13-89,𰵋,,,UTC-01057,U UNC repertoire
1936,13-90,𰵕,,,UTC-01035,U UNC repertoire
1936,13-91,𰵟,,,UTC-01059,U UNC repertoire
1936,13-92,𰷟,,,UTC-01060,U UNC repertoire
1936,13-93,𰷣,,,UTC-01061,U UNC repertoire
1936,13-94,𰸁,,,UTC-01062,U UNC repertoire
1936,14-95,𰸄,,,UTC-01063,U UNC repertoire
1936,14-96,𰹰,,,UTC-00990,U UNC repertoire
1936,14-97,𰹹,,,UTC-01065,U UNC repertoire
1936,14-98,𰼃,,,UTC-01066,U UNC repertoire
1936,14-99,𰽙,,,UTC-01067,U UNC repertoire
1936,14-100,𰽟,,,UTC-01068,U UNC repertoire
1936,14-101,𰽤,,,UTC-01069,U UNC repertoire
1936,14-102,𰾂,,,UTC-01070,U UNC repertoire
1936,14-103,𱂪,,,UTC-01071,U UNC repertoire
1936,14-104,𱅌,,,UTC-01034,U UNC repertoire
1936,14-105,𱅑,,,UTC-01073,U UNC repertoire
1936,14-106,𰗣,,,UTC-01061,U UNC repertoire
1936,14-107,𰃷,,,UTC-01075,U UNC repertoire
1936,14-108,𭄛,,,UTC-01076,U UNC repertoire
1936,14-109,𭘓,,,UTC-01077,U UNC repertoire
1936,14-110,𭚦,,,UTC-01078,U UNC repertoire
1936,14-111,𫼝,,,UTC-00042,U UNC repertoire
1936,14-112,𭣇,,,UTC-01080,U UNC repertoire
1936,14-113,𭪆,,,UTC-01081,U UNC repertoire
1936,14-114,𭱊,,,UTC-01082,U UNC repertoire
1936,14-115,𰟘,,,UTC-01083,U UNC repertoire
1936,14-116,𭹜,,,UTC-01084,U UNC repertoire
1936,14-117,𰧉,,,UTC-01085,U UNC repertoire
1936,14-118,𮆏,,,UTC-01086,U UNC repertoire
1936,15-119,𮉡,,,UTC-01087,U UNC repertoire
1936,15-120,𮉢,,,UTC-01088,U UNC repertoire
1936,15-121,𮉤,,,UTC-01089,U UNC repertoire
1936,15-122,𮉧,,,UTC-01090,U UNC repertoire
1936,15-123,𮉨,,,UTC-01091,U UNC repertoire
1936,15-124,𮉪,,,UTC-01092,U UNC repertoire
1936,15-125,𮉫,,,UTC-01093,U UNC repertoire
1936,15-126,𮉬,,,UTC-01094,U UNC repertoire
1936,15-127,𮉯,,,UTC-01095,U UNC repertoire
1936,15-128,𰱱,,,UTC-01096,U UNC repertoire
1936,15-129,𮐨,,,UTC-01097,U UNC repertoire
1936,15-130,𮔂,,,UTC-01098,U UNC repertoire
1936,15-131,𮔅,,,UTC-01099,U UNC repertoire
1936,15-132,𮔊,,,UTC-01100,U UNC repertoire
1936,15-133,𮖁,,,UTC-01101,U UNC repertoire
1936,15-134,𮖱,,,UTC-01102,U UNC repertoire
1936,15-135,𬣙,,,UTC-00071,U UNC repertoire
1936,15-136,𰵝,,,UTC-01104,U UNC repertoire
1936,15-137,𰵴,,,UTC-00982,U UNC repertoire
1936,15-138,𮙊,,,UTC-01106,U UNC repertoire
1936,15-139,𮙋,,,UTC-01107,U UNC repertoire
1936,15-140,𭕆,,,,U UNC repertoire
1936,15-141,𰷠,,,UTC-01109,U UNC repertoire
1936,15-142,𰷥,,,UTC-01110,U UNC repertoire
1936,15-143,𮝴,,,UTC-01111,U UNC repertoire
1936,16-144,𮝵,,,UTC-01112,U UNC repertoire
1936,16-145,𮝸,,,UTC-01113,U UNC repertoire
1936,16-146,𮝺,,,UTC-01114,U UNC repertoire
1936,16-147,𮝹,,,UTC-01115,U UNC repertoire
1936,16-148,𮠞,,,UTC-01116,U UNC repertoire
1936,16-149,𮣲,,,UTC-01117,U UNC repertoire
1936,16-150,𮣳,,,UTC-01118,U UNC repertoire
1936,16-151,鿭,,,UTC-00120,U UNC repertoire
1936,16-152,𮣴,,,UTC-01120,U UNC repertoire
1936,16-153,𮣵,,,UTC-01121,U UNC repertoire
1936,16-154,𮣶,,,UTC-01122,U UNC repertoire
1936,16-155,𮣷,,,UTC-01123,U UNC repertoire
1936,16-156,𮤲,,,UTC-01124,U UNC repertoire
1936,16-157,𮧴,,,UTC-01125,U UNC repertoire
1936,16-158,𮧵,,,UTC-01126,U UNC repertoire
1936,16-159,𱂨,,,UTC-01127,U UNC repertoire
1936,16-160,𱂯,,,UTC-01128,U UNC repertoire
1936,16-161,𱂱,,,UTC-01129,U UNC repertoire
1936,16-162,𱂻,,,UTC-01130,U UNC repertoire
1936,16-163,𮩛,,,UTC-01131,U UNC repertoire
1936,16-164,𱃺,,,UTC-01132,U UNC repertoire
1936,16-165,𱅈,,,UTC-01133,U UNC repertoire
1936,16-166,𮪣,,,UTC-01134,U UNC repertoire
1936,16-167,𮪥,,,UTC-01135,U UNC repertoire
1936,16-168,𮫂,,,UTC-01136,U UNC repertoire
1936,17-169,𮬝,,,UTC-01137,U UNC repertoire
1936,17-170,𮬜,,,UTC-01138,U UNC repertoire
1936,17-171,𮬞,,,UTC-01139,U UNC repertoire
1936,17-172,𮬟,,,UTC-01140,U UNC repertoire
1936,17-173,𮬠,,,UTC-01141,U UNC repertoire
1936,17-174,𮬡,,,UTC-01142,U UNC repertoire
1936,17-175,𮬢,,,UTC-01143,U UNC repertoire
1936,17-176,𮬣,,,UTC-01144,U UNC repertoire
1936,17-177,𮬤,,,UTC-01145,U UNC repertoire
1936,17-178,𱉔,,,UTC-01146,U UNC repertoire
1936,17-179,𮭥,,,UTC-01147,U UNC repertoire
1936,17-180,𬷕,,,UTC-00117,U UNC repertoire
1936,17-181,𮭦,,,UTC-01149,U UNC repertoire
1936,17-182,𱊈,,,UTC-01150,U UNC repertoire
1936,17-183,𮭨,,,UTC-01151,U UNC repertoire
1936,17-184,𮭪,,,UTC-01152,U UNC repertoire
1936,17-185,𮯙,,,UTC-01153,U UNC repertoire
1936,17-186,𬺈,,,UTC-00013,U UNC repertoire
1936,17-187,𰉋,,,UTC-01155,U UNC repertoire
1936,17-188,𰌖,,,UTC-01156,U UNC repertoire
1936,17-189,𰕎,,,UTC-01157,U UNC repertoire
1936,17-190,𰙝,,,UTC-01158,U UNC repertoire
1936,17-191,𱰭,,,UTC-01159,U UNC repertoire
1936,17-192,𰤍,,,UTC-00420,U UNC repertoire
1936,17-193,~築,,,UTC-01161,U UNC repertoire
1936,18-194,𱹼,,,UTC-01162,U UNC repertoire
1936,18-195,𰭈,,,UTC-01163,U UNC repertoire
1936,18-196,𰮼,,,UTC-01164,U UNC repertoire
1936,18-197,𰲈,,,UTC-01165,U UNC repertoire
1936,18-198,𧱏,,,UTC-01166,U UNC repertoire
1936,18-199,~𰷚,,,UTC-01167,U UNC repertoire
1936,18-200,𰸷,,,UTC-01168,U UNC repertoire
1936,18-201,𱁐,,,UTC-01011,U UNC repertoire
1936,18-202,𱁫,,,UTC-01170,U UNC repertoire
1936,18-203,鿏,,,UTC-01171,U UNC repertoire
1936,18-204,鿔,,,UTC-00120,U UNC repertoire
1936,18-205,𰇒,,this,UTC-00962,U UNC repertoire
1936,18-206,𰇘,,this,UTC-00963,U UNC repertoire
1936,18-207,𰇡,,this,UTC-00964,U UNC repertoire
1936,18-208,𭈵,,this,,U UNC repertoire
1936,18-209,𰈏,,this,UTC-00966,U UNC repertoire
1936,18-210,𭉪,,this,,U UNC repertoire
1936,18-211,𭊁,,this,,U UNC repertoire
1936,18-212,𰈶,,this,UTC-00965,U UNC repertoire
1936,18-213,𰈹,,this,UTC-00968,U UNC repertoire
1936,18-214,𰈒,,this,UTC-01172,U UNC repertoire
1936,18-215,𭨒,,this,UTC-01173,U UNC repertoire
1936,18-216,𱆥,,,UTC-00955,U UNC repertoire
1936,18-217,鿕,,this,UTC-00120,U UNC repertoire
1936,18-218,𱇮,,this,UTC-00956,U UNC repertoire
1936,19-219,鿓,,this,UTC-00120,U UNC repertoire
1936,19-220,鿒,,this,UTC-00120,U UNC repertoire
1936,19-221,𰱀,,this,UTC-01174,U UNC repertoire
1936,19-222,𰱩,,this,UTC-01175,U UNC repertoire
1936,19-223,𰱓,,this,UTC-00972,U UNC repertoire
1936,19-224,𰱧,,this,UTC-01177,U UNC repertoire
1936,19-225,鿑,,this,UTC-00120,U UNC repertoire
1936,19-226,𰉞,,this,UTC-01178,U UNC repertoire
1938,1-1,鿀,,this,UTC-00839,unify
1938,1-2,~𣍄,,this,GKX-1393.07,unify
1938,1-3,~𠣸,𰋏,this,GKX-0369.24,unify
1938,1-4,~𣢟,,this,GKX-0567.03,unify
1938,2-1,~𣠹,,this,GKX-0563.27,unify
1938,2-2,~𣬎,⿱𭯍夬,this,GKX-0591.13,unify
1938,7-1,~𣬐,𣬔,this,GKX-0591.17,GHZ analysis
1938,12-1,𫢋,,"this@The proposal incorrectly assumes that |𫢋| shoule be unified to [仸], when in fact |仸| in the evidence should be unified to [𫢋]≠[仸].",V04-4071,disunify
1948,1-1,鿀,,,UTC-00839,withdraw
1948,1-2,~𣍄,,,GKX-1393.07,withdraw
1948,1-3,~𠣸,,,GKX-0369.24,withdraw
1948,1-4,~𣢟,,,GKX-0567.03,withdraw
1948,2-1,~𣠹,,,GKX-0563.27,withdraw
1948,2-2,~𣬎,,,GKX-0591.13,withdraw
1948,2-3,𫴬,,,V4-462F,RS update
1954,5-1,鿦,,this@equivalent to vin (вин) as in Навин (Nun),UTC-01179,U UNC repertoire
1954,5-2,鿤,,this@equivalent to ge (ге) as in Нигер (Niger),UTC-01180,U UNC repertoire
1954,5-3,鿚,,this@equivalent to gi (ги) as in Сергия (Sergius),UTC-01181,U UNC repertoire
1954,5-4,鿣,,this@equivalent to ke (ке) as in Кесария (Caesarea),UTC-01182,U UNC repertoire
1954,5-5,鿙,,this@equivalent to ki (ки) as in Езекия (Hezekiah),UTC-01183,U UNC repertoire
1954,5-6,鿜,,this@equivalent to ra (ра) as in Израиль (Israel),UTC-01184,U UNC repertoire
1954,5-7,鿥,,this@equivalent to ran (ран) as in Аран (Haran),UTC-01185,U UNC repertoire
1954,5-8,鿞,,this@equivalent to re (ре) as in Назарет (Nazareth),UTC-01186,U UNC repertoire
1954,5-9,鿝,,this@equivalent to ren (рен) as in Терентий (Terence),UTC-01187,U UNC repertoire
1954,5-10,鿨,,this@equivalent to reia (рея) as in назареянин (Nazarene),UTC-01188,U UNC repertoire
1954,5-11,鿠,,this@equivalent to ri (ри) as in Христос (Christ); can also represent a final l in Japanese transcriptions,UTC-01189,U UNC repertoire
1954,5-12,鿟,,"this@simplified variant of 鿠, same usage as the traditional ri",UTC-01190,U UNC repertoire
1954,5-13,鿛,,this@equivalent to rin (рин) as in Коринф (Corinth),UTC-01191,U UNC repertoire
1954,5-14,鿡,,this@equivalent to ro (ро) as in романский (Roman),UTC-01192,U UNC repertoire
1954,5-15,鿧,,this@equivalent to ron (рон) as in Аарон (Aaron),UTC-01193,U UNC repertoire
1954,5-16,鿩,,this@equivalent to ru (ру) as in Иерусалим (Jerusalem),UTC-01194,U UNC repertoire
1954,5-17,鿢,,this@equivalent to khe (хе) as in Сихем (Shechem),UTC-01195,U UNC repertoire
1954,5-18,鿘,,this@equivalent to khi (хи) as in Мелхий (Melchi),UTC-01196,U UNC repertoire
1954,5-19,鿖,,"this@abbreviation for the word Christ (Христос, Khristos)",UTC-01197,U UNC repertoire
1954,5-20,鿗,,"this@abbreviation for the word Jesus (Иисус, Iisus)",UTC-01198,U UNC repertoire
1967,1-1,鿍,,this@《通用规范汉字表》第 6774 号。$王宁，《通用规范汉字字典》，北京：商务印书馆，2013 年，第 108 页。,G_GFZ108,G UNC repertoire
1967,2-1,鿎,,this@《通用规范汉字表》第 7146 号。$王宁，《通用规范汉字字典》，北京：商务印书馆，2013 年，第 61 页和第 355 页。$李行健（主编），《现代汉语规范词典》（第二版），北京：外语教学与研究出版社，2010 年，第 236 页。,G_GFC022,G UNC repertoire
1967,3-1,鿏,,this@《通用规范汉字表》第 7373 号。$王宁，《通用规范汉字字典》，北京：商务印书馆，2013 年，第 243 页。$李行健（主编），《现代汉语规范词典》（第二版），北京：外语教学与研究出版社，2010 年，第 883 页。,G_GFC059,G UNC repertoire
1981,1-1,𭅃,,this@《新大字典》第 1367 号。,JMJ057075,no withdraw
1983,1-1,𪤯,,,GZJW-00827,G glyph update
1992,1-1,𫮍,,,JMJ-059453,unify
1992,1-2,𬇠,,,KA-KC01992,unify
1992,1-3,𬋖,,,KA-KC05339,unify
1992,1-4,𬦌,,,JMJ-060209,unify
1992,2-1,𬟓,,,Z_SAT01687,unify
1992,2-2,𬀷,,,Z_SAT60405,unify
1992,2-3,𫦱,,,JMJ-059384,unify
